,file_name,labels,combined_labels,flat_coords,convexhull
79,20190517_bw-718-093_2_PL.JPG,"{'AMP': [[(0, 409), (1026, 552), (2300, 672), (2831, 692), (3030, 1283), (2893, 1695), (2504, 1720), (2233, 1706), (1989, 1701), (1494, 1669), (1326, 1709), (1014, 1684), (609, 1695), (23, 1747), (0, 409)]]}","{'DW': [], 'CW': [[(0, 409), (1026, 552), (2300, 672), (2831, 692), (3030, 1283), (2893, 1695), (2504, 1720), (2233, 1706), (1989, 1701), (1494, 1669), (1326, 1709), (1014, 1684), (609, 1695), (23, 1747), (0, 409)]], 'ORE': []}","[(0, 409), (1026, 552), (2300, 672), (2831, 692), (3030, 1283), (2893, 1695), (2504, 1720), (2233, 1706), (1989, 1701), (1494, 1669), (1326, 1709), (1014, 1684), (609, 1695), (23, 1747), (0, 409)]","[(0, 409), (2831, 692), (3030, 1283), (2893, 1695), (2504, 1720), (23, 1747), (0, 409)]"
80,20190527_bp-662-009_AS.JPG,"{'IFG': [[(760, 724), (1415, 732), (1541, 804), (1622, 862), (1671, 943), (703, 928), (673, 866), (686, 811), (760, 724)], [(2288, 743), (2524, 764), (2728, 747), (2894, 747), (3190, 753), (3147, 938), (2317, 945), (2303, 913), (2294, 807), (2288, 743)]], 'HEM': [[(1413, 728), (1686, 736), (1815, 736), (2154, 734), (2292, 747), (2294, 807), (2303, 913), (2315, 943), (1668, 945), (1624, 860), (1543, 807), (1413, 728)]]}","{'DW': [], 'CW': [], 'ORE': [[(760, 724), (1415, 732), (1541, 804), (1622, 862), (1671, 943), (703, 928), (673, 866), (686, 811), (760, 724)], [(2288, 743), (2524, 764), (2728, 747), (2894, 747), (3190, 753), (3147, 938), (2317, 945), (2303, 913), (2294, 807), (2288, 743)], [(1413, 728), (1686, 736), (1815, 736), (2154, 734), (2292, 747), (2294, 807), (2303, 913), (2315, 943), (1668, 945), (1624, 860), (1543, 807), (1413, 728)]]}","[(760, 724), (1415, 732), (1541, 804), (1622, 862), (1671, 943), (703, 928), (673, 866), (686, 811), (760, 724), (2288, 743), (2524, 764), (2728, 747), (2894, 747), (3190, 753), (3147, 938), (2317, 945), (2303, 913), (2294, 807), (2288, 743), (1413, 728), (1686, 736), (1815, 736), (2154, 734), (2292, 747), (2294, 807), (2303, 913), (2315, 943), (1668, 945), (1624, 860), (1543, 807), (1413, 728)]","[(673, 866), (686, 811), (760, 724), (1413, 728), (2154, 734), (2894, 747), (3190, 753), (3147, 938), (2317, 945), (1668, 945), (703, 928), (673, 866)]"
81,20190430_bw-718-095_AS.JPG,"{'AMP': [[(18, 453), (392, 459), (638, 468), (849, 458), (1002, 501), (1076, 502), (1210, 626), (1389, 710), (1611, 795), (1608, 815), (1349, 805), (746, 802), (527, 812), (14, 823), (18, 453)]]}","{'DW': [], 'CW': [[(18, 453), (392, 459), (638, 468), (849, 458), (1002, 501), (1076, 502), (1210, 626), (1389, 710), (1611, 795), (1608, 815), (1349, 805), (746, 802), (527, 812), (14, 823), (18, 453)]], 'ORE': []}","[(18, 453), (392, 459), (638, 468), (849, 458), (1002, 501), (1076, 502), (1210, 626), (1389, 710), (1611, 795), (1608, 815), (1349, 805), (746, 802), (527, 812), (14, 823), (18, 453)]","[(14, 823), (18, 453), (849, 458), (1076, 502), (1611, 795), (1608, 815), (14, 823)]"
82,20190522_bp-690_037_8_PL.JPG,"{'AMP': [[(43, 914), (1325, 830), (2317, 791), (3167, 812), (3175, 359), (2467, 335), (2225, 369), (1898, 327), (1601, 304), (1272, 325), (982, 296), (856, 209), (38, 188), (43, 914)]]}","{'DW': [], 'CW': [[(43, 914), (1325, 830), (2317, 791), (3167, 812), (3175, 359), (2467, 335), (2225, 369), (1898, 327), (1601, 304), (1272, 325), (982, 296), (856, 209), (38, 188), (43, 914)]], 'ORE': []}","[(43, 914), (1325, 830), (2317, 791), (3167, 812), (3175, 359), (2467, 335), (2225, 369), (1898, 327), (1601, 304), (1272, 325), (982, 296), (856, 209), (38, 188), (43, 914)]","[(38, 188), (856, 209), (3175, 359), (3167, 812), (43, 914), (38, 188)]"
83,190312_o_BW-732-114_1.JPG,"{'QR': [[(1312, 375), (1250, 532), (1146, 581), (1164, 691), (1287, 785), (1338, 984), (1408, 977), (1375, 771), (1557, 521), (1502, 335), (1312, 375)]], 'HEM': [[(6, 232), (350, 317), (799, 369), (1309, 370), (1245, 539), (1145, 586), (1164, 697), (1293, 794), (1336, 987), (0, 993), (6, 232)], [(1505, 336), (1631, 355), (1631, 970), (1409, 981), (1374, 768), (1559, 519), (1505, 336)]]}","{'DW': [[(1312, 375), (1250, 532), (1146, 581), (1164, 691), (1287, 785), (1338, 984), (1408, 977), (1375, 771), (1557, 521), (1502, 335), (1312, 375)]], 'CW': [], 'ORE': [[(6, 232), (350, 317), (799, 369), (1309, 370), (1245, 539), (1145, 586), (1164, 697), (1293, 794), (1336, 987), (0, 993), (6, 232)], [(1505, 336), (1631, 355), (1631, 970), (1409, 981), (1374, 768), (1559, 519), (1505, 336)]]}","[(1312, 375), (1250, 532), (1146, 581), (1164, 691), (1287, 785), (1338, 984), (1408, 977), (1375, 771), (1557, 521), (1502, 335), (1312, 375), (6, 232), (350, 317), (799, 369), (1309, 370), (1245, 539), (1145, 586), (1164, 697), (1293, 794), (1336, 987), (0, 993), (6, 232), (1505, 336), (1631, 355), (1631, 970), (1409, 981), (1374, 768), (1559, 519), (1505, 336)]","[(0, 993), (6, 232), (1502, 335), (1631, 355), (1631, 970), (1336, 987), (0, 993)]"
84,20190426_BP_676-049_2_CD.JPG,"{'WSIF': [[(29, 1050), (354, 1044), (651, 925), (801, 994), (1001, 991), (1445, 966), (1586, 916), (1742, 1022), (2033, 1097), (2258, 1341), (2448, 1300), (2620, 1129), (2876, 1063), (3167, 1185), (3539, 1238), (3886, 1194), (3992, 1232), (3989, 2394), (2345, 2207), (83, 2054), (29, 1050)]], 'HEM': [[(33, 1054), (39, 857), (283, 844), (526, 838), (798, 788), (1211, 750), (2042, 841), (2654, 916), (2976, 954), (3739, 1016), (3926, 1060), (3995, 1238), (3892, 1191), (3536, 1241), (3167, 1182), (2876, 1066), (2617, 1129), (2442, 1307), (2261, 1347), (2033, 1091), (1736, 1022), (1586, 913), (1439, 975), (1004, 994), (801, 997), (651, 925), (358, 1044), (33, 1054)]]}","{'DW': [], 'CW': [[(29, 1050), (354, 1044), (651, 925), (801, 994), (1001, 991), (1445, 966), (1586, 916), (1742, 1022), (2033, 1097), (2258, 1341), (2448, 1300), (2620, 1129), (2876, 1063), (3167, 1185), (3539, 1238), (3886, 1194), (3992, 1232), (3989, 2394), (2345, 2207), (83, 2054), (29, 1050)]], 'ORE': [[(33, 1054), (39, 857), (283, 844), (526, 838), (798, 788), (1211, 750), (2042, 841), (2654, 916), (2976, 954), (3739, 1016), (3926, 1060), (3995, 1238), (3892, 1191), (3536, 1241), (3167, 1182), (2876, 1066), (2617, 1129), (2442, 1307), (2261, 1347), (2033, 1091), (1736, 1022), (1586, 913), (1439, 975), (1004, 994), (801, 997), (651, 925), (358, 1044), (33, 1054)]]}","[(29, 1050), (354, 1044), (651, 925), (801, 994), (1001, 991), (1445, 966), (1586, 916), (1742, 1022), (2033, 1097), (2258, 1341), (2448, 1300), (2620, 1129), (2876, 1063), (3167, 1185), (3539, 1238), (3886, 1194), (3992, 1232), (3989, 2394), (2345, 2207), (83, 2054), (29, 1050), (33, 1054), (39, 857), (283, 844), (526, 838), (798, 788), (1211, 750), (2042, 841), (2654, 916), (2976, 954), (3739, 1016), (3926, 1060), (3995, 1238), (3892, 1191), (3536, 1241), (3167, 1182), (2876, 1066), (2617, 1129), (2442, 1307), (2261, 1347), (2033, 1091), (1736, 1022), (1586, 913), (1439, 975), (1004, 994), (801, 997), (651, 925), (358, 1044), (33, 1054)]","[(29, 1050), (39, 857), (1211, 750), (3739, 1016), (3926, 1060), (3995, 1238), (3989, 2394), (83, 2054), (29, 1050)]"
85,20190518_bp-662-011_6_JH.jpg,"{'QR': [[(399, 3625), (1141, 2208), (566, 1729), (1878, 1808), (2046, 1575), (2471, 1525), (2529, 1770), (2141, 1879), (2111, 2445), (1907, 2795), (1616, 3029), (1020, 3200), (399, 3625)]], 'IFG': [[(62, 1562), (733, 1491), (1204, 1500), (1987, 1541), (1866, 1791), (441, 1712), (1083, 2204), (387, 3625), (375, 4004), (106, 4031), (62, 1562)]]}","{'DW': [[(399, 3625), (1141, 2208), (566, 1729), (1878, 1808), (2046, 1575), (2471, 1525), (2529, 1770), (2141, 1879), (2111, 2445), (1907, 2795), (1616, 3029), (1020, 3200), (399, 3625)]], 'CW': [], 'ORE': [[(62, 1562), (733, 1491), (1204, 1500), (1987, 1541), (1866, 1791), (441, 1712), (1083, 2204), (387, 3625), (375, 4004), (106, 4031), (62, 1562)]]}","[(399, 3625), (1141, 2208), (566, 1729), (1878, 1808), (2046, 1575), (2471, 1525), (2529, 1770), (2141, 1879), (2111, 2445), (1907, 2795), (1616, 3029), (1020, 3200), (399, 3625), (62, 1562), (733, 1491), (1204, 1500), (1987, 1541), (1866, 1791), (441, 1712), (1083, 2204), (387, 3625), (375, 4004), (106, 4031), (62, 1562)]","[(62, 1562), (733, 1491), (1204, 1500), (2471, 1525), (2529, 1770), (1907, 2795), (1616, 3029), (375, 4004), (106, 4031), (62, 1562)]"
86,20190502_bp-662-010_AS.JPG,"{'LIM1': [[(342, 511), (438, 592), (472, 597), (508, 668), (564, 664), (646, 705), (683, 701), (701, 676), (757, 678), (786, 685), (780, 637), (802, 630), (821, 616), (862, 633), (909, 648), (948, 644), (986, 653), (1006, 634), (982, 602), (914, 587), (847, 545), (678, 531), (600, 507), (342, 511)]], 'IFG': [[(11, 477), (83, 499), (342, 511), (439, 595), (473, 597), (506, 669), (564, 666), (652, 707), (682, 700), (700, 672), (757, 678), (796, 691), (781, 638), (800, 634), (816, 620), (863, 635), (910, 648), (947, 647), (986, 655), (1005, 635), (983, 602), (916, 588), (854, 544), (972, 552), (1051, 585), (1194, 569), (1211, 630), (1171, 673), (1170, 723), (1185, 791), (391, 799), (18, 804), (11, 477)], [(1170, 728), (1186, 793), (1406, 828), (1600, 831), (1606, 509), (1480, 567), (1378, 543), (1211, 543), (1192, 568), (1213, 634), (1254, 671), (1263, 748), (1219, 757), (1170, 728)]], 'HEM': [[(1214, 633), (1251, 669), (1261, 749), (1220, 754), (1171, 723), (1172, 673), (1214, 633)]]}","{'DW': [], 'CW': [], 'ORE': [[(342, 511), (438, 592), (472, 597), (508, 668), (564, 664), (646, 705), (683, 701), (701, 676), (757, 678), (786, 685), (780, 637), (802, 630), (821, 616), (862, 633), (909, 648), (948, 644), (986, 653), (1006, 634), (982, 602), (914, 587), (847, 545), (678, 531), (600, 507), (342, 511)], [(11, 477), (83, 499), (342, 511), (439, 595), (473, 597), (506, 669), (564, 666), (652, 707), (682, 700), (700, 672), (757, 678), (796, 691), (781, 638), (800, 634), (816, 620), (863, 635), (910, 648), (947, 647), (986, 655), (1005, 635), (983, 602), (916, 588), (854, 544), (972, 552), (1051, 585), (1194, 569), (1211, 630), (1171, 673), (1170, 723), (1185, 791), (391, 799), (18, 804), (11, 477)], [(1170, 728), (1186, 793), (1406, 828), (1600, 831), (1606, 509), (1480, 567), (1378, 543), (1211, 543), (1192, 568), (1213, 634), (1254, 671), (1263, 748), (1219, 757), (1170, 728)], [(1214, 633), (1251, 669), (1261, 749), (1220, 754), (1171, 723), (1172, 673), (1214, 633)]]}","[(342, 511), (438, 592), (472, 597), (508, 668), (564, 664), (646, 705), (683, 701), (701, 676), (757, 678), (786, 685), (780, 637), (802, 630), (821, 616), (862, 633), (909, 648), (948, 644), (986, 653), (1006, 634), (982, 602), (914, 587), (847, 545), (678, 531), (600, 507), (342, 511), (11, 477), (83, 499), (342, 511), (439, 595), (473, 597), (506, 669), (564, 666), (652, 707), (682, 700), (700, 672), (757, 678), (796, 691), (781, 638), (800, 634), (816, 620), (863, 635), (910, 648), (947, 647), (986, 655), (1005, 635), (983, 602), (916, 588), (854, 544), (972, 552), (1051, 585), (1194, 569), (1211, 630), (1171, 673), (1170, 723), (1185, 791), (391, 799), (18, 804), (11, 477), (1170, 728), (1186, 793), (1406, 828), (1600, 831), (1606, 509), (1480, 567), (1378, 543), (1211, 543), (1192, 568), (1213, 634), (1254, 671), (1263, 748), (1219, 757), (1170, 728), (1214, 633), (1251, 669), (1261, 749), (1220, 754), (1171, 723), (1172, 673), (1214, 633)]","[(11, 477), (1606, 509), (1600, 831), (1406, 828), (18, 804), (11, 477)]"
87,190314_o_BP-690-036_0.JPG,"{'QR': [[(594, 813), (584, 942), (553, 944), (537, 890), (551, 869), (524, 801), (594, 813)]], 'IFG': [[(598, 816), (762, 790), (1094, 716), (1482, 704), (2133, 840), (2234, 967), (583, 937), (598, 816)]]}","{'DW': [[(594, 813), (584, 942), (553, 944), (537, 890), (551, 869), (524, 801), (594, 813)]], 'CW': [], 'ORE': [[(598, 816), (762, 790), (1094, 716), (1482, 704), (2133, 840), (2234, 967), (583, 937), (598, 816)]]}","[(594, 813), (584, 942), (553, 944), (537, 890), (551, 869), (524, 801), (594, 813), (598, 816), (762, 790), (1094, 716), (1482, 704), (2133, 840), (2234, 967), (583, 937), (598, 816)]","[(524, 801), (1094, 716), (1482, 704), (2133, 840), (2234, 967), (553, 944), (537, 890), (524, 801)]"
88,20190504_bp-662-010_ 2_JPR.jpg,"{'IFG': [[(46, 1011), (1014, 1017), (1699, 985), (2214, 1005), (2817, 676), (3214, 849), (2649, 1435), (1746, 2402), (1393, 2108), (1323, 1711), (911, 1393), (364, 1455), (46, 1567), (46, 1011)]], 'QR': [[(3220, 873), (3726, 1193), (2984, 1890), (2958, 2332), (3287, 1973), (3599, 2079), (3652, 2535), (2390, 2576), (2340, 2014), (2840, 1611), (2993, 1243), (3220, 873)]], 'HEM': [[(4379, 767), (3823, 1211), (3281, 1785), (3593, 1808), (4161, 1440), (4514, 1352), (4549, 723), (4379, 767)]]}","{'DW': [[(3220, 873), (3726, 1193), (2984, 1890), (2958, 2332), (3287, 1973), (3599, 2079), (3652, 2535), (2390, 2576), (2340, 2014), (2840, 1611), (2993, 1243), (3220, 873)]], 'CW': [], 'ORE': [[(46, 1011), (1014, 1017), (1699, 985), (2214, 1005), (2817, 676), (3214, 849), (2649, 1435), (1746, 2402), (1393, 2108), (1323, 1711), (911, 1393), (364, 1455), (46, 1567), (46, 1011)], [(4379, 767), (3823, 1211), (3281, 1785), (3593, 1808), (4161, 1440), (4514, 1352), (4549, 723), (4379, 767)]]}","[(3220, 873), (3726, 1193), (2984, 1890), (2958, 2332), (3287, 1973), (3599, 2079), (3652, 2535), (2390, 2576), (2340, 2014), (2840, 1611), (2993, 1243), (3220, 873), (46, 1011), (1014, 1017), (1699, 985), (2214, 1005), (2817, 676), (3214, 849), (2649, 1435), (1746, 2402), (1393, 2108), (1323, 1711), (911, 1393), (364, 1455), (46, 1567), (46, 1011), (4379, 767), (3823, 1211), (3281, 1785), (3593, 1808), (4161, 1440), (4514, 1352), (4549, 723), (4379, 767)]","[(46, 1011), (2817, 676), (4549, 723), (4514, 1352), (3652, 2535), (2390, 2576), (1746, 2402), (46, 1567), (46, 1011)]"
89,20190601_bp-676-051_MP.jpg,"{'HEM': [[(870, 762), (1038, 766), (1154, 778), (1254, 790), (1292, 776), (1412, 774), (1450, 778), (1486, 794), (1744, 806), (1872, 812), (1926, 778), (2066, 768), (2218, 768), (2272, 774), (2316, 800), (2364, 822), (2458, 816), (2552, 814), (2658, 836), (2784, 854), (2850, 866), (2928, 858), (2988, 880), (2990, 944), (2716, 926), (2524, 924), (2182, 920), (1706, 918), (1276, 904), (890, 906), (566, 906), (270, 912), (102, 912), (122, 888), (180, 874), (242, 888), (302, 888), (386, 892), (428, 894), (470, 886), (548, 902), (692, 900), (714, 828), (750, 796), (798, 792), (870, 762)]], 'AMP': [[(854, 766), (468, 770), (386, 812), (226, 826), (146, 804), (32, 766), (0, 766), (2, 866), (52, 866), (98, 910), (118, 888), (188, 872), (248, 888), (302, 892), (382, 892), (434, 894), (472, 884), (548, 900), (690, 904), (716, 828), (754, 796), (798, 796), (854, 766)]]}","{'DW': [], 'CW': [[(854, 766), (468, 770), (386, 812), (226, 826), (146, 804), (32, 766), (0, 766), (2, 866), (52, 866), (98, 910), (118, 888), (188, 872), (248, 888), (302, 892), (382, 892), (434, 894), (472, 884), (548, 900), (690, 904), (716, 828), (754, 796), (798, 796), (854, 766)]], 'ORE': [[(870, 762), (1038, 766), (1154, 778), (1254, 790), (1292, 776), (1412, 774), (1450, 778), (1486, 794), (1744, 806), (1872, 812), (1926, 778), (2066, 768), (2218, 768), (2272, 774), (2316, 800), (2364, 822), (2458, 816), (2552, 814), (2658, 836), (2784, 854), (2850, 866), (2928, 858), (2988, 880), (2990, 944), (2716, 926), (2524, 924), (2182, 920), (1706, 918), (1276, 904), (890, 906), (566, 906), (270, 912), (102, 912), (122, 888), (180, 874), (242, 888), (302, 888), (386, 892), (428, 894), (470, 886), (548, 902), (692, 900), (714, 828), (750, 796), (798, 792), (870, 762)]]}","[(854, 766), (468, 770), (386, 812), (226, 826), (146, 804), (32, 766), (0, 766), (2, 866), (52, 866), (98, 910), (118, 888), (188, 872), (248, 888), (302, 892), (382, 892), (434, 894), (472, 884), (548, 900), (690, 904), (716, 828), (754, 796), (798, 796), (854, 766), (870, 762), (1038, 766), (1154, 778), (1254, 790), (1292, 776), (1412, 774), (1450, 778), (1486, 794), (1744, 806), (1872, 812), (1926, 778), (2066, 768), (2218, 768), (2272, 774), (2316, 800), (2364, 822), (2458, 816), (2552, 814), (2658, 836), (2784, 854), (2850, 866), (2928, 858), (2988, 880), (2990, 944), (2716, 926), (2524, 924), (2182, 920), (1706, 918), (1276, 904), (890, 906), (566, 906), (270, 912), (102, 912), (122, 888), (180, 874), (242, 888), (302, 888), (386, 892), (428, 894), (470, 886), (548, 902), (692, 900), (714, 828), (750, 796), (798, 792), (870, 762)]","[(0, 766), (870, 762), (2218, 768), (2272, 774), (2928, 858), (2988, 880), (2990, 944), (102, 912), (2, 866), (0, 766)]"
90,20190521-bp-662-011_2_JH.JPG,"{'QR': [[(129, 1654), (888, 1167), (1126, 1238), (1257, 1160), (1482, 1179), (795, 1588), (129, 1654)]], 'IFG': [[(42, 1076), (838, 1167), (101, 1645), (32, 1648), (42, 1076)], [(2417, 1779), (2870, 1610), (3310, 1485), (3595, 1360), (3776, 1217), (3999, 1217), (3923, 1323), (3967, 1520), (3942, 1713), (3917, 1892), (2417, 1779)]], 'HEM': [[(917, 1601), (1507, 1217), (1782, 1254), (2182, 1270), (2657, 1195), (3176, 1201), (3601, 1226), (3220, 1385), (2926, 1523), (2473, 1629), (2254, 1757), (917, 1601)]]}","{'DW': [[(129, 1654), (888, 1167), (1126, 1238), (1257, 1160), (1482, 1179), (795, 1588), (129, 1654)]], 'CW': [], 'ORE': [[(42, 1076), (838, 1167), (101, 1645), (32, 1648), (42, 1076)], [(2417, 1779), (2870, 1610), (3310, 1485), (3595, 1360), (3776, 1217), (3999, 1217), (3923, 1323), (3967, 1520), (3942, 1713), (3917, 1892), (2417, 1779)], [(917, 1601), (1507, 1217), (1782, 1254), (2182, 1270), (2657, 1195), (3176, 1201), (3601, 1226), (3220, 1385), (2926, 1523), (2473, 1629), (2254, 1757), (917, 1601)]]}","[(129, 1654), (888, 1167), (1126, 1238), (1257, 1160), (1482, 1179), (795, 1588), (129, 1654), (42, 1076), (838, 1167), (101, 1645), (32, 1648), (42, 1076), (2417, 1779), (2870, 1610), (3310, 1485), (3595, 1360), (3776, 1217), (3999, 1217), (3923, 1323), (3967, 1520), (3942, 1713), (3917, 1892), (2417, 1779), (917, 1601), (1507, 1217), (1782, 1254), (2182, 1270), (2657, 1195), (3176, 1201), (3601, 1226), (3220, 1385), (2926, 1523), (2473, 1629), (2254, 1757), (917, 1601)]","[(32, 1648), (42, 1076), (3999, 1217), (3967, 1520), (3942, 1713), (3917, 1892), (32, 1648)]"
91,20190502_bp-704-059-1_MG.jpg,"{'MAG': [[(53, 755), (581, 806), (878, 568), (1040, 524), (1819, 299), (2309, 306), (2253, 701), (3963, 722), (3991, 1914), (47, 1922), (53, 755)]]}","{'DW': [], 'CW': [], 'ORE': [[(53, 755), (581, 806), (878, 568), (1040, 524), (1819, 299), (2309, 306), (2253, 701), (3963, 722), (3991, 1914), (47, 1922), (53, 755)]]}","[(53, 755), (581, 806), (878, 568), (1040, 524), (1819, 299), (2309, 306), (2253, 701), (3963, 722), (3991, 1914), (47, 1922), (53, 755)]","[(47, 1922), (53, 755), (1819, 299), (2309, 306), (3963, 722), (3991, 1914), (47, 1922)]"
92,20190510_bp-690-040_1_JH.JPG,"{'AMP': [[(51, 1301), (1523, 885), (520, 2298), (20, 2326), (51, 1301)]], 'HEM': [[(1563, 892), (3935, 517), (3876, 888), (2820, 1107), (3126, 1567), (2988, 2338), (576, 2304), (1563, 892)]], 'IFG': [[(2904, 1132), (3929, 920), (3957, 2348), (3001, 2338), (3167, 1554), (2904, 1132)]]}","{'DW': [], 'CW': [[(51, 1301), (1523, 885), (520, 2298), (20, 2326), (51, 1301)]], 'ORE': [[(1563, 892), (3935, 517), (3876, 888), (2820, 1107), (3126, 1567), (2988, 2338), (576, 2304), (1563, 892)], [(2904, 1132), (3929, 920), (3957, 2348), (3001, 2338), (3167, 1554), (2904, 1132)]]}","[(51, 1301), (1523, 885), (520, 2298), (20, 2326), (51, 1301), (1563, 892), (3935, 517), (3876, 888), (2820, 1107), (3126, 1567), (2988, 2338), (576, 2304), (1563, 892), (2904, 1132), (3929, 920), (3957, 2348), (3001, 2338), (3167, 1554), (2904, 1132)]","[(20, 2326), (51, 1301), (1523, 885), (3935, 517), (3957, 2348), (20, 2326)]"
93,20190501_bw-718-095-9_AS.JPG,"{'AMP': [[(30, 352), (116, 377), (410, 409), (602, 425), (934, 368), (1147, 338), (1529, 369), (1553, 545), (1592, 659), (1615, 781), (1505, 831), (1533, 855), (1606, 868), (1619, 1005), (1194, 1026), (977, 1093), (124, 1071), (125, 591), (13, 568), (30, 352)]]}","{'DW': [], 'CW': [[(30, 352), (116, 377), (410, 409), (602, 425), (934, 368), (1147, 338), (1529, 369), (1553, 545), (1592, 659), (1615, 781), (1505, 831), (1533, 855), (1606, 868), (1619, 1005), (1194, 1026), (977, 1093), (124, 1071), (125, 591), (13, 568), (30, 352)]], 'ORE': []}","[(30, 352), (116, 377), (410, 409), (602, 425), (934, 368), (1147, 338), (1529, 369), (1553, 545), (1592, 659), (1615, 781), (1505, 831), (1533, 855), (1606, 868), (1619, 1005), (1194, 1026), (977, 1093), (124, 1071), (125, 591), (13, 568), (30, 352)]","[(13, 568), (30, 352), (1147, 338), (1529, 369), (1592, 659), (1615, 781), (1619, 1005), (977, 1093), (124, 1071), (13, 568)]"
94,20190503_bp-676-045_AS.JPG,"{'HEM': [[(23, 431), (664, 421), (1253, 402), (1623, 315), (1606, 1023), (1040, 1006), (1071, 878), (1161, 795), (1151, 685), (1092, 629), (987, 687), (875, 528), (776, 552), (690, 981), (273, 973), (146, 769), (187, 692), (347, 772), (438, 820), (514, 674), (325, 559), (156, 562), (57, 828), (13, 840), (23, 431)]], 'QR': [[(157, 564), (328, 559), (513, 677), (442, 818), (347, 769), (187, 695), (144, 771), (58, 821), (157, 564)], [(775, 549), (876, 523), (985, 686), (934, 835), (827, 854), (720, 840), (775, 549)]], 'SIF': [[(985, 687), (1090, 628), (1148, 687), (1162, 796), (1067, 878), (920, 891), (930, 838), (985, 687)]]}","{'DW': [[(157, 564), (328, 559), (513, 677), (442, 818), (347, 769), (187, 695), (144, 771), (58, 821), (157, 564)], [(775, 549), (876, 523), (985, 686), (934, 835), (827, 854), (720, 840), (775, 549)]], 'CW': [], 'ORE': [[(23, 431), (664, 421), (1253, 402), (1623, 315), (1606, 1023), (1040, 1006), (1071, 878), (1161, 795), (1151, 685), (1092, 629), (987, 687), (875, 528), (776, 552), (690, 981), (273, 973), (146, 769), (187, 692), (347, 772), (438, 820), (514, 674), (325, 559), (156, 562), (57, 828), (13, 840), (23, 431)], [(985, 687), (1090, 628), (1148, 687), (1162, 796), (1067, 878), (920, 891), (930, 838), (985, 687)]]}","[(157, 564), (328, 559), (513, 677), (442, 818), (347, 769), (187, 695), (144, 771), (58, 821), (157, 564), (775, 549), (876, 523), (985, 686), (934, 835), (827, 854), (720, 840), (775, 549), (23, 431), (664, 421), (1253, 402), (1623, 315), (1606, 1023), (1040, 1006), (1071, 878), (1161, 795), (1151, 685), (1092, 629), (987, 687), (875, 528), (776, 552), (690, 981), (273, 973), (146, 769), (187, 692), (347, 772), (438, 820), (514, 674), (325, 559), (156, 562), (57, 828), (13, 840), (23, 431), (985, 687), (1090, 628), (1148, 687), (1162, 796), (1067, 878), (920, 891), (930, 838), (985, 687)]","[(13, 840), (23, 431), (1623, 315), (1606, 1023), (1040, 1006), (273, 973), (13, 840)]"
95,20190430_bp-676-045-2_AS.JPG,"{'HEM': [[(16, 506), (175, 349), (229, 319), (330, 226), (373, 333), (335, 447), (332, 661), (385, 766), (458, 918), (648, 1042), (6, 1053), (16, 506)], [(459, 923), (533, 900), (623, 864), (587, 687), (602, 552), (661, 462), (701, 364), (739, 239), (1277, 277), (1297, 255), (1354, 262), (1619, 266), (1616, 1052), (651, 1044), (459, 923)]], 'QR': [[(329, 223), (508, 218), (737, 238), (700, 367), (662, 464), (604, 553), (585, 688), (620, 864), (534, 900), (458, 920), (385, 764), (334, 663), (335, 449), (375, 333), (329, 223)]]}","{'DW': [[(329, 223), (508, 218), (737, 238), (700, 367), (662, 464), (604, 553), (585, 688), (620, 864), (534, 900), (458, 920), (385, 764), (334, 663), (335, 449), (375, 333), (329, 223)]], 'CW': [], 'ORE': [[(16, 506), (175, 349), (229, 319), (330, 226), (373, 333), (335, 447), (332, 661), (385, 766), (458, 918), (648, 1042), (6, 1053), (16, 506)], [(459, 923), (533, 900), (623, 864), (587, 687), (602, 552), (661, 462), (701, 364), (739, 239), (1277, 277), (1297, 255), (1354, 262), (1619, 266), (1616, 1052), (651, 1044), (459, 923)]]}","[(329, 223), (508, 218), (737, 238), (700, 367), (662, 464), (604, 553), (585, 688), (620, 864), (534, 900), (458, 920), (385, 764), (334, 663), (335, 449), (375, 333), (329, 223), (16, 506), (175, 349), (229, 319), (330, 226), (373, 333), (335, 447), (332, 661), (385, 766), (458, 918), (648, 1042), (6, 1053), (16, 506), (459, 923), (533, 900), (623, 864), (587, 687), (602, 552), (661, 462), (701, 364), (739, 239), (1277, 277), (1297, 255), (1354, 262), (1619, 266), (1616, 1052), (651, 1044), (459, 923)]","[(6, 1053), (16, 506), (175, 349), (329, 223), (508, 218), (1619, 266), (1616, 1052), (6, 1053)]"
96,20190522_bp-690_037_4_PL.JPG,"{'AMP': [[(36, 729), (1130, 980), (2119, 1020), (2762, 1229), (3216, 1303), (3213, 1646), (2490, 1520), (1682, 1552), (787, 1572), (44, 1575), (36, 729)]]}","{'DW': [], 'CW': [[(36, 729), (1130, 980), (2119, 1020), (2762, 1229), (3216, 1303), (3213, 1646), (2490, 1520), (1682, 1552), (787, 1572), (44, 1575), (36, 729)]], 'ORE': []}","[(36, 729), (1130, 980), (2119, 1020), (2762, 1229), (3216, 1303), (3213, 1646), (2490, 1520), (1682, 1552), (787, 1572), (44, 1575), (36, 729)]","[(36, 729), (2119, 1020), (3216, 1303), (3213, 1646), (44, 1575), (36, 729)]"
