file_name,Type,SkewnessBlue,KurtosisBlue,MeanPixelBlue,SkewnessGreen,KurtosisGreen,MeanPixelGreen,SkewnessRed,KurtosisRed,MeanPixelRed,CombinedType,camera,focal,lens,zoom_raw,total_zoom,exposure_time_raw,exposure_time_sec,pixel_width,pixel_height,number_of_megapixels,Width_to_Height_Ratio,Landscape_or_Portrait,focal_comb,lens_comb,zoom_comb,et_comb,megapx_comb,ratio_comb,pixel_size
190312_o_BW-732-114_1.JPG,QR,0.54,-0.28,107.23,0.55,-0.52,107.53,0.51,-0.65,116.9,DW,iPhone 6,4.15,2.28,"(1224, 1175)",1.04,"(1, 1464)",0.68,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,1 ms or less,2 megapixels or less,Others,"(1632, 1224)"
190312_o_BW-732-114_1.JPG,HEM,0.23,0.41,84.58,0.3,0.99,77.23,0.36,1.18,78.92,ORE,iPhone 6,4.15,2.28,"(1224, 1175)",1.04,"(1, 1464)",0.68,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,1 ms or less,2 megapixels or less,Others,"(1632, 1224)"
190312_o_BW-732-114_1.JPG,HEM,0.41,-0.94,106.13,0.4,-1.07,104.79,0.38,-1.1,110.43,ORE,iPhone 6,4.15,2.28,"(1224, 1175)",1.04,"(1, 1464)",0.68,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,1 ms or less,2 megapixels or less,Others,"(1632, 1224)"
190312_o_BW-732-114_2.JPG,GN,1.92,5.43,73.59,2.1,6.61,66.43,2.15,7.01,64.33,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3034,1596,4.84,1.9,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3034, 1596)"
190312_o_BW-732-114_2.JPG,QR,2.64,11.44,59.34,2.79,12.22,53.81,2.75,11.27,53.92,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3034,1596,4.84,1.9,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3034, 1596)"
190312_o_BW-732-114_2.JPG,HEM,1.19,1.66,81.34,1.12,1.35,78.42,1.02,0.99,81.06,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3034,1596,4.84,1.9,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3034, 1596)"
190313_o_BP-690-036_0.JPG,HEM,0.15,0.19,58.92,-0.02,0.34,64.36,-0.24,1.49,70.53,ORE,iPhone 6,4.15,2.28,"(1224, 811)",1.51,"(1, 581)",1.72,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190313_o_BP-690-036_0.JPG,IFG,1.34,8.22,53.86,1.02,5.72,62.93,0.69,3.98,73.73,ORE,iPhone 6,4.15,2.28,"(1224, 811)",1.51,"(1, 581)",1.72,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190314_o_BP-662-005_0.JPG,WSIF,0.49,-0.6,92.66,0.44,-0.66,97.93,0.44,-0.64,94.35,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,2460,1606,3.95,1.53,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(2460, 1606)"
190314_o_BP-676-048_0.JPG,HEM,1.94,8.58,52.84,1.91,8.3,48.5,1.68,6.79,52.07,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
190314_o_BP-676-048_0.JPG,SIF,0.66,1.1,60.82,0.66,1.11,54.61,0.69,1.42,54.09,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
190314_o_BP-690-036_0.JPG,QR,2.05,6.1,34.36,1.6,3.5,40.32,1.29,2.18,50.25,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,2294,1612,3.7,1.42,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(2294, 1612)"
190314_o_BP-690-036_0.JPG,IFG,0.95,5.02,37.56,0.29,2.31,51.33,-0.1,1.43,67.96,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,2294,1612,3.7,1.42,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(2294, 1612)"
190314_o_BW-732-114_0.JPG,QR,0.21,-0.97,70.56,0.19,-1.03,74.92,0.18,-1.05,84.05,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,QR,4.77,57.9,31.29,4.1,47.55,28.36,3.39,37.47,29.88,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,QR,2.13,10.34,31.65,2.52,12.29,26.52,2.73,13.5,27.15,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,QR,4.22,51.6,37.16,4.47,56.73,32.06,4.33,54.97,32.39,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,QR,1.2,1.88,44.88,0.96,0.62,46.77,0.89,0.29,51.67,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,HEM,0.21,-0.97,70.56,0.19,-1.03,74.92,0.18,-1.05,84.05,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,HEM,4.77,57.9,31.29,4.1,47.55,28.36,3.39,37.47,29.88,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,HEM,2.13,10.34,31.65,2.52,12.29,26.52,2.73,13.5,27.15,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,HEM,4.22,51.6,37.16,4.47,56.73,32.06,4.33,54.97,32.39,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190314_o_BW-732-114_0.JPG,HEM,1.2,1.88,44.88,0.96,0.62,46.77,0.89,0.29,51.67,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3144,1588,4.99,1.98,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3144, 1588)"
190322-o-bp-676-038_1.JPG,LIM1,2.89,9.67,40.58,2.66,8.6,47.14,2.11,5.89,54.32,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_1.JPG,IFG,2.83,14.64,36.53,2.57,12.33,40.5,2.26,10.25,44.55,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_1.JPG,SIF,1.58,2.79,65.8,1.47,2.33,65.67,1.47,2.33,64.43,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_2.JPG,LIM1,1.57,5.23,39.73,1.1,2.27,47.69,0.63,0.17,58.41,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_2.JPG,IFG,2.8,15.0,46.8,2.33,9.98,55.19,2.09,8.07,62.44,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_2.JPG,SIF,0.63,-0.01,81.08,0.51,-0.47,91.29,0.48,-0.53,91.5,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_3.JPG,LIM1,3.72,19.5,40.85,3.01,14.43,55.14,1.99,7.85,72.65,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_3.JPG,LIM1,1.65,5.22,32.24,1.37,3.32,45.72,1.06,1.74,62.09,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_3.JPG,LIM1,1.39,2.86,57.72,0.99,0.8,71.55,0.81,0.03,83.87,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_3.JPG,LIM1,3.07,12.29,40.81,2.73,9.94,43.78,2.45,8.23,46.76,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_3.JPG,SIF,3.72,19.5,40.85,3.01,14.43,55.14,1.99,7.85,72.65,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_3.JPG,SIF,1.65,5.22,32.24,1.37,3.32,45.72,1.06,1.74,62.09,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_3.JPG,SIF,1.39,2.86,57.72,0.99,0.8,71.55,0.81,0.03,83.87,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-038_3.JPG,SIF,3.07,12.29,40.81,2.73,9.94,43.78,2.45,8.23,46.76,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-049_1.JPG,SIF,0.57,0.17,80.77,0.57,0.21,76.16,0.56,0.23,73.81,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-049_2.JPG,SIF,0.57,0.74,64.83,0.49,0.66,60.64,0.44,0.69,59.41,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
190322-o-bp-676-049_3.JPG,SIF,1.36,2.72,58.16,1.37,2.66,52.52,1.35,2.65,51.38,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
